id,category,subcategory,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,experience_level,tags,keywords,source,created_date
235,System Design,Microservices,When should you implement CQRS?,Always,When you need performance optimization,Never,Only in production,B,CQRS should be implemented when the system requires performance optimization.,4,Senior,"microservices,decision_making",cqrs,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
236,System Design,Microservices,What is the primary purpose of Saga Pattern?,Data storage,Manage distributed transactions,User authentication,Code deployment,B,Saga Pattern is implemented to provide Manage distributed transactions for Data consistency.,4,Senior,"microservices,patterns",saga pattern,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
237,System Design,Microservices,When should you implement Saga Pattern?,Always,When you need data consistency,Never,Only in production,B,Saga Pattern should be implemented when the system requires data consistency.,4,Senior,"microservices,decision_making",saga pattern,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
238,System Design,Microservices,What is the primary purpose of Database per Service?,Data storage,Each service owns its data,User authentication,Code deployment,B,Database per Service is implemented to provide Each service owns its data for Service independence.,4,Senior,"microservices,patterns",database per service,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
239,System Design,Microservices,When should you implement Database per Service?,Always,When you need service independence,Never,Only in production,B,Database per Service should be implemented when the system requires service independence.,4,Senior,"microservices,decision_making",database per service,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
240,System Design,Microservices,What is the primary purpose of Strangler Fig?,Data storage,Gradually replace legacy systems,User authentication,Code deployment,B,Strangler Fig is implemented to provide Gradually replace legacy systems for Migration strategy.,4,Senior,"microservices,patterns",strangler fig,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
241,System Design,Microservices,When should you implement Strangler Fig?,Always,When you need migration strategy,Never,Only in production,B,Strangler Fig should be implemented when the system requires migration strategy.,4,Senior,"microservices,decision_making",strangler fig,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
242,System Design,Microservices,What is the primary purpose of Backend for Frontend?,Data storage,Customize API for each client,User authentication,Code deployment,B,Backend for Frontend is implemented to provide Customize API for each client for Client-specific optimization.,4,Senior,"microservices,patterns",backend for frontend,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
243,System Design,Microservices,When should you implement Backend for Frontend?,Always,When you need client-specific optimization,Never,Only in production,B,Backend for Frontend should be implemented when the system requires client-specific optimization.,4,Senior,"microservices,decision_making",backend for frontend,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
244,System Design,Microservices,What is the primary purpose of Service Mesh?,Data storage,Inter-service communication infrastructure,User authentication,Code deployment,B,Service Mesh is implemented to provide Inter-service communication infrastructure for Traffic management.,4,Senior,"microservices,patterns",service mesh,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
245,System Design,Microservices,When should you implement Service Mesh?,Always,When you need traffic management,Never,Only in production,B,Service Mesh should be implemented when the system requires traffic management.,4,Senior,"microservices,decision_making",service mesh,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
246,System Design,Microservices,What is the primary purpose of Distributed Tracing?,Data storage,Track requests across services,User authentication,Code deployment,B,Distributed Tracing is implemented to provide Track requests across services for Observability.,4,Senior,"microservices,patterns",distributed tracing,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
247,System Design,Microservices,When should you implement Distributed Tracing?,Always,When you need observability,Never,Only in production,B,Distributed Tracing should be implemented when the system requires observability.,4,Senior,"microservices,decision_making",distributed tracing,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
248,System Design,Microservices,What is the primary purpose of Health Check API?,Data storage,Monitor service health,User authentication,Code deployment,B,Health Check API is implemented to provide Monitor service health for System monitoring.,4,Senior,"microservices,patterns",health check api,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
249,System Design,Microservices,When should you implement Health Check API?,Always,When you need system monitoring,Never,Only in production,B,Health Check API should be implemented when the system requires system monitoring.,4,Senior,"microservices,decision_making",health check api,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
250,System Design,Microservices,What is the primary purpose of Configuration Management?,Data storage,External configuration,User authentication,Code deployment,B,Configuration Management is implemented to provide External configuration for Environment independence.,4,Senior,"microservices,patterns",configuration management,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
251,System Design,Microservices,When should you implement Configuration Management?,Always,When you need environment independence,Never,Only in production,B,Configuration Management should be implemented when the system requires environment independence.,4,Senior,"microservices,decision_making",configuration management,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
252,System Design,Microservices,What is the primary purpose of Log Aggregation?,Data storage,Centralized logging,User authentication,Code deployment,B,Log Aggregation is implemented to provide Centralized logging for Debugging and monitoring.,4,Senior,"microservices,patterns",log aggregation,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
253,System Design,Microservices,When should you implement Log Aggregation?,Always,When you need debugging and monitoring,Never,Only in production,B,Log Aggregation should be implemented when the system requires debugging and monitoring.,4,Senior,"microservices,decision_making",log aggregation,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
254,System Design,Microservices,What is the primary purpose of Distributed Lock?,Data storage,Coordinate distributed operations,User authentication,Code deployment,B,Distributed Lock is implemented to provide Coordinate distributed operations for Consistency.,4,Senior,"microservices,patterns",distributed lock,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
255,System Design,Microservices,When should you implement Distributed Lock?,Always,When you need consistency,Never,Only in production,B,Distributed Lock should be implemented when the system requires consistency.,4,Senior,"microservices,decision_making",distributed lock,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
256,System Design,Microservices,What is the primary purpose of Event Bus?,Data storage,Asynchronous communication,User authentication,Code deployment,B,Event Bus is implemented to provide Asynchronous communication for Loose coupling.,4,Senior,"microservices,patterns",event bus,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
257,System Design,Microservices,When should you implement Event Bus?,Always,When you need loose coupling,Never,Only in production,B,Event Bus should be implemented when the system requires loose coupling.,4,Senior,"microservices,decision_making",event bus,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
258,System Design,Microservices,What is the primary purpose of Message Queue?,Data storage,Reliable message delivery,User authentication,Code deployment,B,Message Queue is implemented to provide Reliable message delivery for Asynchronous processing.,4,Senior,"microservices,patterns",message queue,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
259,System Design,Microservices,When should you implement Message Queue?,Always,When you need asynchronous processing,Never,Only in production,B,Message Queue should be implemented when the system requires asynchronous processing.,4,Senior,"microservices,decision_making",message queue,MIT 6.824 Distributed Systems Course (pdos.csail.mit.edu/6.824),6/14/2025
260,Programming Languages,JavaScript,What is Promises in JavaScript?,Handle asynchronous operations,A library,A framework,A database,A,Promises is Handle asynchronous operations that provides Avoid callback hell.,3,Mid,javascript,promises,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
261,Programming Languages,JavaScript,What is Async/Await in JavaScript?,Synchronous-looking asynchronous code,A library,A framework,A database,A,Async/Await is Synchronous-looking asynchronous code that provides Code readability.,3,Mid,javascript,async/await,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
262,Programming Languages,JavaScript,What is Event Loop in JavaScript?,Handle non-blocking operations,A library,A framework,A database,A,Event Loop is Handle non-blocking operations that provides Concurrency model.,3,Mid,javascript,event loop,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
263,Programming Languages,JavaScript,What is Prototypal Inheritance in JavaScript?,Object inheritance mechanism,A library,A framework,A database,A,Prototypal Inheritance is Object inheritance mechanism that provides Code reuse.,3,Mid,javascript,prototypal inheritance,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
264,Programming Languages,JavaScript,What is Hoisting in JavaScript?,Variable and function declaration behavior,A library,A framework,A database,A,Hoisting is Variable and function declaration behavior that provides Execution context.,3,Mid,javascript,hoisting,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
265,Programming Languages,JavaScript,What is Closure in JavaScript?,Function retains outer scope,A library,A framework,A database,A,Closure is Function retains outer scope that provides Data privacy.,3,Mid,javascript,closure,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
266,Programming Languages,JavaScript,What is This Binding in JavaScript?,Context determination,A library,A framework,A database,A,This Binding is Context determination that provides Method behavior.,3,Mid,javascript,this binding,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
267,Programming Languages,JavaScript,What is Arrow Functions in JavaScript?,Lexical this binding,A library,A framework,A database,A,Arrow Functions is Lexical this binding that provides Concise syntax.,3,Mid,javascript,arrow functions,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
268,Programming Languages,JavaScript,What is Destructuring in JavaScript?,Extract values from objects/arrays,A library,A framework,A database,A,Destructuring is Extract values from objects/arrays that provides Convenient assignment.,3,Mid,javascript,destructuring,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
269,Programming Languages,JavaScript,What is Spread Operator in JavaScript?,Expand iterables,A library,A framework,A database,A,Spread Operator is Expand iterables that provides Array/object manipulation.,3,Mid,javascript,spread operator,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
270,Programming Languages,JavaScript,What is Template Literals in JavaScript?,String interpolation,A library,A framework,A database,A,Template Literals is String interpolation that provides Dynamic strings.,3,Mid,javascript,template literals,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
271,Programming Languages,JavaScript,What is Modules in JavaScript?,Code organization,A library,A framework,A database,A,Modules is Code organization that provides Namespace management.,3,Mid,javascript,modules,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
272,Programming Languages,JavaScript,What is Event Delegation in JavaScript?,Handle events efficiently,A library,A framework,A database,A,Event Delegation is Handle events efficiently that provides Performance optimization.,3,Mid,javascript,event delegation,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
273,Programming Languages,JavaScript,What is Debouncing in JavaScript?,Limit function execution frequency,A library,A framework,A database,A,Debouncing is Limit function execution frequency that provides Performance control.,3,Mid,javascript,debouncing,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
274,Programming Languages,JavaScript,What is Throttling in JavaScript?,Control function execution rate,A library,A framework,A database,A,Throttling is Control function execution rate that provides Resource management.,3,Mid,javascript,throttling,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
275,Programming Languages,JavaScript,What is Memoization in JavaScript?,Cache function results,A library,A framework,A database,A,Memoization is Cache function results that provides Performance optimization.,3,Mid,javascript,memoization,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
276,Programming Languages,JavaScript,What is Service Workers in JavaScript?,Background script execution,A library,A framework,A database,A,Service Workers is Background script execution that provides Offline functionality.,3,Mid,javascript,service workers,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
277,Programming Languages,JavaScript,What is Web Workers in JavaScript?,Parallel JavaScript execution,A library,A framework,A database,A,Web Workers is Parallel JavaScript execution that provides Non-blocking operations.,3,Mid,javascript,web workers,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
278,Programming Languages,JavaScript,What is Proxy in JavaScript?,Intercept object operations,A library,A framework,A database,A,Proxy is Intercept object operations that provides Meta-programming.,3,Mid,javascript,proxy,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
279,Programming Languages,JavaScript,What is Symbols in JavaScript?,Unique property keys,A library,A framework,A database,A,Symbols is Unique property keys that provides Object property privacy.,3,Mid,javascript,symbols,Carnegie Mellon SCS Programming Principles (cs.cmu.edu/academic/undergraduate),6/14/2025
280,Web Development,Frontend,What is Virtual DOM?,JavaScript representation of real DOM,A programming language,A database system,A text editor,A,Virtual DOM is JavaScript representation of real DOM used for React performance optimization.,3,Mid,web_development,virtual dom,Mozilla Developer Network (developer.mozilla.org),6/14/2025
281,Web Development,Frontend,What is Component Lifecycle?,"Mount, update, unmount phases",A programming language,A database system,A text editor,A,"Component Lifecycle is Mount, update, unmount phases used for React component management.",3,Mid,web_development,component lifecycle,Mozilla Developer Network (developer.mozilla.org),6/14/2025
282,Web Development,Backend,What is State Management?,Application state handling,A programming language,A database system,A text editor,A,State Management is Application state handling used for Predictable state changes.,3,Mid,web_development,state management,Mozilla Developer Network (developer.mozilla.org),6/14/2025
283,Web Development,Frontend,What is CSS Grid?,Two-dimensional layout system,A programming language,A database system,A text editor,A,CSS Grid is Two-dimensional layout system used for Complex layouts.,3,Mid,web_development,css grid,Mozilla Developer Network (developer.mozilla.org),6/14/2025
284,Web Development,Backend,What is Flexbox?,One-dimensional layout method,A programming language,A database system,A text editor,A,Flexbox is One-dimensional layout method used for Flexible layouts.,3,Mid,web_development,flexbox,Mozilla Developer Network (developer.mozilla.org),6/14/2025
285,Web Development,Frontend,What is Responsive Design?,Adapt to different screen sizes,A programming language,A database system,A text editor,A,Responsive Design is Adapt to different screen sizes used for Cross-device compatibility.,3,Mid,web_development,responsive design,Mozilla Developer Network (developer.mozilla.org),6/14/2025
286,Web Development,Backend,What is Progressive Web App?,Web app with native features,A programming language,A database system,A text editor,A,Progressive Web App is Web app with native features used for Enhanced user experience.,3,Mid,web_development,progressive web app,Mozilla Developer Network (developer.mozilla.org),6/14/2025
287,Web Development,Backend,What is Single Page Application?,Dynamic page updates,A programming language,A database system,A text editor,A,Single Page Application is Dynamic page updates used for Smooth user experience.,3,Mid,web_development,single page application,Mozilla Developer Network (developer.mozilla.org),6/14/2025
288,Web Development,Backend,What is Server Side Rendering?,Generate HTML on server,A programming language,A database system,A text editor,A,Server Side Rendering is Generate HTML on server used for SEO and performance.,3,Mid,web_development,server side rendering,Mozilla Developer Network (developer.mozilla.org),6/14/2025
289,Web Development,Backend,What is Static Site Generation?,Pre-build HTML pages,A programming language,A database system,A text editor,A,Static Site Generation is Pre-build HTML pages used for Fast loading.,3,Mid,web_development,static site generation,Mozilla Developer Network (developer.mozilla.org),6/14/2025
290,Web Development,Backend,What is RESTful API?,Stateless web services,A programming language,A database system,A text editor,A,RESTful API is Stateless web services used for Scalable web services.,3,Mid,web_development,restful api,Mozilla Developer Network (developer.mozilla.org),6/14/2025
291,Web Development,Backend,What is GraphQL?,Query language for APIs,A programming language,A database system,A text editor,A,GraphQL is Query language for APIs used for Flexible data fetching.,3,Mid,web_development,graphql,Mozilla Developer Network (developer.mozilla.org),6/14/2025
292,Web Development,Backend,What is JWT Token?,JSON Web Token authentication,A programming language,A database system,A text editor,A,JWT Token is JSON Web Token authentication used for Stateless authentication.,3,Mid,web_development,jwt token,Mozilla Developer Network (developer.mozilla.org),6/14/2025
293,Web Development,Backend,What is OAuth?,Authorization framework,A programming language,A database system,A text editor,A,OAuth is Authorization framework used for Secure third-party access.,3,Mid,web_development,oauth,Mozilla Developer Network (developer.mozilla.org),6/14/2025
294,Web Development,Backend,What is CORS?,Cross-Origin Resource Sharing,A programming language,A database system,A text editor,A,CORS is Cross-Origin Resource Sharing used for Browser security.,3,Mid,web_development,cors,Mozilla Developer Network (developer.mozilla.org),6/14/2025
295,Web Development,Backend,What is Rate Limiting?,Control request frequency,A programming language,A database system,A text editor,A,Rate Limiting is Control request frequency used for API protection.,3,Mid,web_development,rate limiting,Mozilla Developer Network (developer.mozilla.org),6/14/2025
296,Web Development,Backend,What is Load Balancing?,Distribute incoming requests,A programming language,A database system,A text editor,A,Load Balancing is Distribute incoming requests used for Scalability.,3,Mid,web_development,load balancing,Mozilla Developer Network (developer.mozilla.org),6/14/2025
297,Web Development,Backend,What is Caching?,Store frequently accessed data,A programming language,A database system,A text editor,A,Caching is Store frequently accessed data used for Performance improvement.,3,Mid,web_development,caching,Mozilla Developer Network (developer.mozilla.org),6/14/2025
298,Web Development,Backend,What is CDN?,Content delivery network,A programming language,A database system,A text editor,A,CDN is Content delivery network used for Global content distribution.,3,Mid,web_development,cdn,Mozilla Developer Network (developer.mozilla.org),6/14/2025
299,Web Development,Backend,What is WebSocket?,Full-duplex communication,A programming language,A database system,A text editor,A,WebSocket is Full-duplex communication used for Real-time updates.,3,Mid,web_development,websocket,Mozilla Developer Network (developer.mozilla.org),6/14/2025
300,Web Development,Security,What is HTTPS?,Encrypted HTTP communication,A programming language,A database system,A text editor,A,HTTPS is Encrypted HTTP communication used for Data security.,3,Mid,web_development,https,Mozilla Developer Network (developer.mozilla.org),6/14/2025
301,Web Development,Security,What is XSS Prevention?,Cross-site scripting protection,A programming language,A database system,A text editor,A,XSS Prevention is Cross-site scripting protection used for Input validation.,3,Mid,web_development,xss prevention,Mozilla Developer Network (developer.mozilla.org),6/14/2025
302,Web Development,Security,What is CSRF Protection?,Cross-site request forgery prevention,A programming language,A database system,A text editor,A,CSRF Protection is Cross-site request forgery prevention used for Request authenticity.,3,Mid,web_development,csrf protection,Mozilla Developer Network (developer.mozilla.org),6/14/2025
303,Web Development,Security,What is SQL Injection Prevention?,Parameterized queries,A programming language,A database system,A text editor,A,SQL Injection Prevention is Parameterized queries used for Database security.,3,Mid,web_development,sql injection prevention,Mozilla Developer Network (developer.mozilla.org),6/14/2025
304,Web Development,Backend,What is Content Security Policy?,Prevent code injection,A programming language,A database system,A text editor,A,Content Security Policy is Prevent code injection used for XSS mitigation.,3,Mid,web_development,content security policy,Mozilla Developer Network (developer.mozilla.org),6/14/2025
305,Database Management,SQL,What is Primary Key in database systems?,Unique identifier for table rows,A programming language,A network protocol,A file format,A,Primary Key is Unique identifier for table rows that provides Data integrity.,3,Mid,database,primary key,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
306,Database Management,SQL,What is Foreign Key in database systems?,Reference to another table's primary key,A programming language,A network protocol,A file format,A,Foreign Key is Reference to another table's primary key that provides Referential integrity.,3,Mid,database,foreign key,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
307,Database Management,SQL,What is Index in database systems?,Data structure for faster queries,A programming language,A network protocol,A file format,A,Index is Data structure for faster queries that provides Query performance.,3,Mid,database,index,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
308,Database Management,SQL,What is View in database systems?,Virtual table based on query,A programming language,A network protocol,A file format,A,View is Virtual table based on query that provides Data abstraction.,3,Mid,database,view,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
309,Database Management,SQL,What is Stored Procedure in database systems?,Precompiled SQL code,A programming language,A network protocol,A file format,A,Stored Procedure is Precompiled SQL code that provides Performance and security.,3,Mid,database,stored procedure,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
310,Database Management,SQL,What is Trigger in database systems?,Automatically executed code,A programming language,A network protocol,A file format,A,Trigger is Automatically executed code that provides Data consistency.,3,Mid,database,trigger,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
311,Database Management,SQL,What is Transaction in database systems?,Group of database operations,A programming language,A network protocol,A file format,A,Transaction is Group of database operations that provides Data consistency.,3,Mid,database,transaction,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
312,Database Management,SQL,What is Normalization in database systems?,Reduce data redundancy,A programming language,A network protocol,A file format,A,Normalization is Reduce data redundancy that provides Data integrity.,3,Mid,database,normalization,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
313,Database Management,Advanced,What is Denormalization in database systems?,Optimize for read performance,A programming language,A network protocol,A file format,A,Denormalization is Optimize for read performance that provides Query optimization.,3,Mid,database,denormalization,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
314,Database Management,Advanced,What is Partitioning in database systems?,Divide table into smaller pieces,A programming language,A network protocol,A file format,A,Partitioning is Divide table into smaller pieces that provides Performance and management.,3,Mid,database,partitioning,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
315,Database Management,NoSQL,What is Document Store in database systems?,Store data as documents,A programming language,A network protocol,A file format,A,Document Store is Store data as documents that provides Flexible schema.,3,Mid,database,document store,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
316,Database Management,NoSQL,What is Key-Value Store in database systems?,Simple key-value pairs,A programming language,A network protocol,A file format,A,Key-Value Store is Simple key-value pairs that provides High performance.,3,Mid,database,key-value store,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
317,Database Management,NoSQL,What is Column Family in database systems?,Store data in column families,A programming language,A network protocol,A file format,A,Column Family is Store data in column families that provides Big data analytics.,3,Mid,database,column family,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
318,Database Management,NoSQL,What is Graph Database in database systems?,Store data as nodes and edges,A programming language,A network protocol,A file format,A,Graph Database is Store data as nodes and edges that provides Relationship queries.,3,Mid,database,graph database,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
319,Database Management,NoSQL,What is CAP Theorem in database systems?,"Consistency, Availability, Partition tolerance",A programming language,A network protocol,A file format,A,"CAP Theorem is Consistency, Availability, Partition tolerance that provides Distributed system trade-offs.",3,Mid,database,cap theorem,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
320,Database Management,NoSQL,What is Eventual Consistency in database systems?,All replicas converge eventually,A programming language,A network protocol,A file format,A,Eventual Consistency is All replicas converge eventually that provides High availability.,3,Mid,database,eventual consistency,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
321,Database Management,Advanced,What is ACID Properties in database systems?,"Atomicity, Consistency, Isolation, Durability",A programming language,A network protocol,A file format,A,"ACID Properties is Atomicity, Consistency, Isolation, Durability that provides Transaction guarantees.",3,Mid,database,acid properties,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
322,Database Management,NoSQL,What is BASE Properties in database systems?,"Basically Available, Soft state, Eventual consistency",A programming language,A network protocol,A file format,A,"BASE Properties is Basically Available, Soft state, Eventual consistency that provides NoSQL characteristics.",3,Mid,database,base properties,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
323,Database Management,Advanced,What is Sharding in database systems?,Horizontal data partitioning,A programming language,A network protocol,A file format,A,Sharding is Horizontal data partitioning that provides Scalability.,3,Mid,database,sharding,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
324,Database Management,Advanced,What is Replication in database systems?,Data copying across nodes,A programming language,A network protocol,A file format,A,Replication is Data copying across nodes that provides Availability and performance.,3,Mid,database,replication,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
325,Database Management,Advanced,What is Connection Pooling in database systems?,Reuse database connections,A programming language,A network protocol,A file format,A,Connection Pooling is Reuse database connections that provides Resource efficiency.,3,Mid,database,connection pooling,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
326,Database Management,Advanced,What is Database Federation in database systems?,Split databases by function,A programming language,A network protocol,A file format,A,Database Federation is Split databases by function that provides Functional scaling.,3,Mid,database,database federation,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
327,Database Management,Advanced,What is Read Replicas in database systems?,Scale read operations,A programming language,A network protocol,A file format,A,Read Replicas is Scale read operations that provides Read scalability.,3,Mid,database,read replicas,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
328,Database Management,Advanced,What is Write-ahead Logging in database systems?,Ensure durability,A programming language,A network protocol,A file format,A,Write-ahead Logging is Ensure durability that provides Crash recovery.,3,Mid,database,write-ahead logging,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
329,Database Management,SQL,What is Materialized View in database systems?,Precomputed query results,A programming language,A network protocol,A file format,A,Materialized View is Precomputed query results that provides Query performance.,3,Mid,database,materialized view,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
330,Database Management,Advanced,What is Database Clustering in database systems?,Multiple database servers,A programming language,A network protocol,A file format,A,Database Clustering is Multiple database servers that provides High availability.,3,Mid,database,database clustering,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
331,Database Management,Advanced,What is Backup and Recovery in database systems?,Data protection strategies,A programming language,A network protocol,A file format,A,Backup and Recovery is Data protection strategies that provides Business continuity.,3,Mid,database,backup and recovery,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
332,Database Management,Advanced,What is Data Warehousing in database systems?,Central repository for analysis,A programming language,A network protocol,A file format,A,Data Warehousing is Central repository for analysis that provides Business intelligence.,3,Mid,database,data warehousing,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
333,Database Management,Advanced,What is OLTP vs OLAP in database systems?,Transaction vs analytical processing,A programming language,A network protocol,A file format,A,OLTP vs OLAP is Transaction vs analytical processing that provides Different workload optimization.,3,Mid,database,oltp vs olap,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
334,Database Management,Advanced,What is Data Lake in database systems?,Store raw data in native format,A programming language,A network protocol,A file format,A,Data Lake is Store raw data in native format that provides Big data analytics.,3,Mid,database,data lake,ACM Computing Curricula Guidelines (acm.org/education/curricula-recommendations),6/14/2025
335,Operating Systems,Process Management,What is Process in operating systems?,Program in execution,A network protocol,A programming language,A database type,A,Process is Program in execution used for Resource allocation unit.,3,Mid,operating_systems,process,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
336,Operating Systems,Process Management,Why is Process important in OS design?,For aesthetics,For resource allocation unit,For marketing,For documentation,B,Process is crucial for resource allocation unit in operating system design.,3,Mid,operating_systems,process,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
337,Operating Systems,Process Management,What is Thread in operating systems?,Lightweight process,A network protocol,A programming language,A database type,A,Thread is Lightweight process used for Concurrent execution.,3,Mid,operating_systems,thread,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
338,Operating Systems,Process Management,Why is Thread important in OS design?,For aesthetics,For concurrent execution,For marketing,For documentation,B,Thread is crucial for concurrent execution in operating system design.,3,Mid,operating_systems,thread,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
339,Operating Systems,Process Management,What is Process Scheduling in operating systems?,CPU allocation to processes,A network protocol,A programming language,A database type,A,Process Scheduling is CPU allocation to processes used for Multitasking.,3,Mid,operating_systems,process scheduling,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
340,Operating Systems,Process Management,Why is Process Scheduling important in OS design?,For aesthetics,For multitasking,For marketing,For documentation,B,Process Scheduling is crucial for multitasking in operating system design.,3,Mid,operating_systems,process scheduling,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
341,Operating Systems,Process Management,What is Context Switch in operating systems?,Save and restore process state,A network protocol,A programming language,A database type,A,Context Switch is Save and restore process state used for Process switching.,3,Mid,operating_systems,context switch,Stanford CS140 Operating Systems Course (web.stanford.edu/class/cs140),6/14/2025
